month,date,julian,host,full_name,photosyn,block,plot,trt,N_added,PK_added,plant,height,leaves,new_dead,new_rust,new_bs,new_invert,old_dead,old_rust,old_bs,old_invert,total,notes,ks_added_infected_old
June,6/5/19,156,Agre,Agropyron repens,C3,2,20,N1,1,no_pk,19,30,3,0,0,,0,15,5,,5,20,,5
June,6/5/19,156,Agre,Agropyron repens,C3,2,20,N1,1,no_pk,20,45,3,0,0,,0,0,5,,5,5,,5
June,6/5/19,156,Agre,Agropyron repens,C3,3,29,N1,1,no_pk,1,41,3,0,0,,0,5,1,,5,6,,1
June,6/5/19,156,Agre,Agropyron repens,C3,3,29,N1,1,no_pk,2,41,2,0,0,,1,0,1,,1,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,3,29,N1,1,no_pk,3,36,3,0,0,,1,0,1,,5,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,3,29,N1,1,no_pk,4,37,3,0,0,,0,0,1,,5,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,3,29,N1,1,no_pk,5,32,3,0,0,,0,0,1,,1,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,3,29,N1,1,no_pk,6,31,3,0,0,,10,30,5,,10,35,,5
June,6/5/19,156,Agre,Agropyron repens,C3,3,29,N1,1,no_pk,7,31,2,0,0,,5,0,5,,10,5,,5
June,6/5/19,156,Agre,Agropyron repens,C3,3,29,N1,1,no_pk,8,49,3,0,1,,1,0,0,,1,0,,0
June,6/5/19,156,Agre,Agropyron repens,C3,3,29,N1,1,no_pk,9,31,3,0,1,,1,5,1,,0,6,,1
June,6/5/19,156,Agre,Agropyron repens,C3,3,29,N1,1,no_pk,10,40,3,0,0,,0,0,1,,5,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,4,43,N1,1,no_pk,1,42,3,0,0,,1,0,1,,1,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,4,43,N1,1,no_pk,2,41,3,0,0,,0,0,1,,1,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,4,43,N1,1,no_pk,3,42,3,0,1,,0,0,0,,1,0,,0
June,6/5/19,156,Agre,Agropyron repens,C3,4,43,N1,1,no_pk,4,40,3,10,0,,0,0,0,,1,0,,0
June,6/5/19,156,Agre,Agropyron repens,C3,4,43,N1,1,no_pk,5,37,3,0,0,,1,0,0,,1,0,,0
June,6/5/19,156,Agre,Agropyron repens,C3,4,43,N1,1,no_pk,6,50,4,0,0,,0,10,1,,1,11,,1
June,6/5/19,156,Agre,Agropyron repens,C3,4,43,N1,1,no_pk,7,41,4,0,0,,0,30,5,,1,35,,5
June,6/5/19,156,Agre,Agropyron repens,C3,4,43,N1,1,no_pk,8,38,4,0,1,,0,0,1,,1,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,4,43,N1,1,no_pk,9,37,3,0,0,,0,5,5,,1,10,,5
June,6/5/19,156,Agre,Agropyron repens,C3,4,43,N1,1,no_pk,10,48,3,0,0,,0,0,1,,0,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,5,55,N1,1,no_pk,1,17,3,0,0,,0,25,20,,5,45,,20
June,6/5/19,156,Agre,Agropyron repens,C3,5,55,N1,1,no_pk,2,16,3,0,0,,1,0,1,,1,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,5,55,N1,1,no_pk,3,38,4,0,0,,0,20,5,,5,25,,5
June,6/5/19,156,Agre,Agropyron repens,C3,5,55,N1,1,no_pk,4,16,3,0,0,,10,10,0,,5,10,,0
June,6/5/19,156,Agre,Agropyron repens,C3,5,55,N1,1,no_pk,5,44,4,5,0,,0,0,1,,1,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,5,55,N1,1,no_pk,6,29,4,10,5,,5,20,5,,1,25,,5
June,6/5/19,156,Agre,Agropyron repens,C3,5,55,N1,1,no_pk,7,44,4,0,0,,0,5,1,,1,6,,1
June,6/5/19,156,Agre,Agropyron repens,C3,5,55,N1,1,no_pk,8,43,4,0,0,,0,5,10,,5,15,,10
June,6/5/19,156,Agre,Agropyron repens,C3,5,55,N1,1,no_pk,9,53,4,0,0,,0,0,1,,1,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,5,55,N1,1,no_pk,10,16,4,0,0,,0,20,0,,0,20,,0
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,2,65,5,0,5,0,0,40,40,0,0,80,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,3,43,3,1,20,0,0,30,30,0,0,60,,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,4,57,5,5,20,0,0,10,50,1,0,61,,51
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,5,40,2,0,20,0,0,0,40,0,0,40,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,6,40,2,0,20,0,0,30,40,0,0,70,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,7,41,3,0,10,0,0,10,40,0,0,50,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,9,56,4,0,20,0,0,10,40,1,0,51,,41
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,8,36,5,5,20,0,0,20,30,0,0,50,,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,12,88,6,0,10,0,0,30,40,1,0,71,,41
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,17,84,4,10,5,0,0,10,50,1,0,61,,51
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,20,54,3,0,30,0,0,10,30,1,0,41,,31
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,1,66,6,0,40,0,0,5,50,0,0,55,,50
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,2,74,3,0,30,0,0,5,40,0,0,45,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,3,81,7,0,10,1,0,20,20,0,0,40,,20
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,4,74,7,0,10,0,0,30,40,0,0,70,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,5,62,2,0,40,0,0,5,50,0,0,55,,50
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,6,63,7,0,20,0,0,30,50,0,0,80,,50
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,11,82,7,0,10,1,0,5,50,0,0,55,,50
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,12,78,6,0,5,0,0,1,40,0,0,41,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,13,72,5,0,20,0,0,5,20,0,0,25,,20
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,10,52,3,10,50,5,0,10,50,5,0,65,,55
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,1,61,3,0,20,0,0,30,40,5,0,75,,45
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,2,66,5,0,30,0,0,20,40,0,0,60,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,3,55,3,0,40,0,0,10,40,1,0,51,,41
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,4,76,4,0,40,0,0,10,30,0,0,40,,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,5,71,5,0,20,0,0,10,40,0,0,50,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,6,41,3,0,20,0,0,30,50,0,0,80,,50
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,7,56,6,0,10,0,0,0,50,0,0,50,,50
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,8,57,5,0,5,0,0,5,10,0,0,15,,10
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,9,75,5,5,20,0,0,5,50,0,0,55,,50
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,10,54,3,40,40,0,0,20,40,0,0,60,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,1,60,5,0,20,0,0,20,40,1,0,61,,41
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,2,65,6,0,5,0,0,10,40,0,0,50,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,11,69,4,0,10,0,0,5,30,0,0,35,,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,14,70,4,0,20,0,0,5,40,0,0,45,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,15,72,4,0,10,0,0,0,40,0,0,40,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,6,73,4,0,30,1,0,0,40,1,0,41,,41
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,7,56,5,0,30,0,0,5,40,0,0,45,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,8,72,4,0,30,0,0,40,50,1,0,91,,51
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,9,62,5,5,40,0,0,5,40,1,0,46,,41
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,10,71,5,0,10,0,0,10,50,0,0,60,,50
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,1,,,,,,,,,,,0,dead,0
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,2,62,5,0,30,0,0,1,40,0,0,41,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,3,49,5,0,5,0,0,40,10,0,0,50,,10
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,4,48,3,1,20,1,0,5,30,1,0,36,,31
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,5,67,4,0,10,1,0,20,30,0,0,50,,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,6,56,3,0,20,0,0,40,20,0,0,60,,20
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,7,60,4,5,10,1,1,30,40,1,0,71,,41
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,8,62,3,0,10,0,0,10,20,1,0,31,,21
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,9,56,3,1,10,1,0,10,10,0,0,20,,10
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,10,33,4,0,5,0,0,5,10,0,0,15,,10
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,11,59,6,0,20,0,0,20,30,0,0,50,,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,1,22,2,5,10,,0,5,5,,0,10,,5
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,3,35,5,0,1,,0,0,5,,0,5,,5
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,4,51,4,0,5,,0,20,30,,0,50,,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,5,32,3,0,10,,0,5,30,,0,35,,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,6,40,4,0,10,,0,20,30,,0,50,,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,7,32,3,0,10,,0,5,50,,0,55,,50
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,9,41,3,0,5,,0,5,20,,0,25,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,12,52,5,0,1,,0,0,30,,0,30,,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,17,57,4,0,1,,0,10,20,,0,30,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,20,34,3,0,1,,0,0,20,,0,20,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,1,67,4,0,5,,0,0,30,,0,30,,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,2,66,4,0,1,,0,1,10,,0,11,,10
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,3,58,4,0,5,,0,5,20,,0,25,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,4,59,5,0,5,,0,10,10,,0,20,,10
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,5,45,2,5,20,,0,0,10,,0,10,,10
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,6,43,5,0,20,,0,0,30,,0,30,"middle leaf has black spots, same shape and size as other damage",30
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,7,76,4,0,5,,0,5,10,,0,15,,10
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,8,,,,,,,,,,,0,dead,0
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,9,,,,,,,,,,,0,dead,0
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,10,59,5,0,10,,0,5,20,,0,25,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,11,76,5,0,1,,0,0,20,,0,20,"new, old leaf has black spots",20
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,12,58,4,0,5,,0,0,30,,0,30,new,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,1,51,4,0,20,,0,20,60,,0,80,,60
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,2,58,6,0,20,,0,20,50,,0,70,,50
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,3,55,6,0,5,,0,5,50,,0,55,,50
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,4,60,6,0,10,,0,0,30,,0,30,,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,5,65,6,0,5,,0,20,40,,0,60,,40
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,6,39,5,0,40,,0,20,50,,0,70,,50
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,7,50,5,0,5,,0,10,40,,0,50,,40
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,8,57,4,1,10,,0,10,50,,0,60,,50
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,9,74,5,0,5,,0,10,40,,0,50,,40
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,10,57,4,10,20,,0,30,60,,0,90,newest leaf is dead,60
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,1,48,6,0,5,,0,0,10,,0,10,,10
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,2,57,6,0,1,,0,10,50,,0,60,,50
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,3,29,3,10,1,,10,0,10,,0,10,"center leaves are dead, new leaf - severed at the base with insect brass",10
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,4,59,4,0,5,,0,10,20,,0,30,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,5,59,5,0,10,,0,30,50,,0,80,,50
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,6,55,4,0,10,,0,5,20,,0,25,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,7,56,5,0,10,,0,30,50,,0,80,,50
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,8,62,6,0,1,,0,5,20,,0,25,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,9,62,6,0,1,,0,20,50,,0,70,,50
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,10,58,6,0,1,,0,5,50,,0,55,,50
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,11,63,6,0,5,,0,20,50,,0,70,,50
July,7/8/19,189,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,1,36,3,0,50,,0,5,40,,0,45,newest leaves dead,40
July,7/8/19,189,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,2,57,6,0,5,,0,0,20,,0,20,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,3,44,6,0,1,,0,0,10,,0,10,,10
July,7/8/19,189,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,4,44,5,0,1,,0,0,30,,0,30,,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,5,59,6,0,5,,0,0,30,,0,30,,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,6,43,4,0,5,,0,0,5,,0,5,,5
July,7/8/19,189,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,7,55,5,0,5,,0,5,30,,0,35,,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,8,49,4,0,1,,0,20,5,,0,25,,5
July,7/8/19,189,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,9,58,7,0,1,,0,10,20,,0,30,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,10,33,5,0,1,,0,0,10,,0,10,,10
July,7/8/19,189,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,11,64,6,0,1,,0,20,50,,0,70,,50
June,6/5/19,156,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,3,13,3,0,1,,0,5,10,,0,15,"Note: 10 scored, but not in order (3-10 + 15 +16)",10
June,6/5/19,156,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,4,15,4,0,0,,0,5,1,,0,6,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,5,14,3,0,1,,0,0,10,,0,10,,10
June,6/5/19,156,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,6,11,3,0,1,,0,0,10,,0,10,,10
June,6/5/19,156,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,7,15,4,0,5,,0,0,5,,0,5,,5
June,6/5/19,156,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,8,12,3,0,5,,0,0,10,,0,10,,10
June,6/5/19,156,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,9,17,3,0,1,,0,0,1,,0,1,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,10,13,3,0,5,,0,0,5,,0,5,,5
June,6/5/19,156,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,15,20,4,0,1,,0,0,5,,0,5,,5
June,6/5/19,156,Ange,Andropogon gerardii,C4,1,9,N1,1,no_pk,17,16,3,0,1,,0,0,0,,5,0,,0
June,6/5/19,156,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,1,24,5,0,1,,0,25,20,,0,45,,20
June,6/5/19,156,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,2,18,4,0,0,,0,0,5,,0,5,,5
June,6/5/19,156,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,3,18,3,0,1,,0,0,1,,0,1,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,4,17,3,0,0,,0,0,1,,0,1,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,5,21,4,0,1,,0,0,10,,0,10,,10
June,6/5/19,156,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,6,15,4,0,1,,0,0,5,,0,5,,5
June,6/5/19,156,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,7,15,3,0,1,,0,0,1,,0,1,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,8,15,4,0,1,,0,0,0,,0,0,,0
June,6/5/19,156,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,9,18,3,0,1,,0,0,1,,0,1,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,2,20,N1,1,no_pk,10,17,4,0,1,,0,5,1,,0,6,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,1,16,3,0,1,,0,0,1,,0,1,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,2,22,3,0,1,,0,0,5,,0,5,,5
June,6/5/19,156,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,3,13,3,0,1,,0,0,10,,0,10,,10
June,6/5/19,156,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,4,14,3,0,1,,0,0,1,,0,1,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,5,16,3,0,1,,0,10,1,,0,11,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,6,20,4,0,1,,0,0,5,,0,5,,5
June,6/5/19,156,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,7,21,3,0,1,,0,0,5,,0,5,,5
June,6/5/19,156,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,8,21,3,0,1,,0,0,1,,0,1,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,9,29,4,0,1,,0,0,1,,0,1,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,3,29,N1,1,no_pk,10,15,3,0,1,,0,0,1,,0,1,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,1,20,4,0,1,,0,0,1,,0,1,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,2,20,3,0,1,,0,0,5,,0,5,,5
June,6/5/19,156,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,3,20,4,0,5,,0,0,10,,0,10,,10
June,6/5/19,156,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,4,17,3,0,1,,0,0,1,,0,1,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,5,22,4,0,1,,0,0,40,,0,40,,40
June,6/5/19,156,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,6,11,3,0,1,,0,0,1,,0,1,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,7,17,4,0,1,,0,5,1,,0,6,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,8,25,4,0,1,,0,0,10,,0,10,,10
June,6/5/19,156,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,9,26,4,0,1,,0,0,10,,0,10,,10
June,6/5/19,156,Ange,Andropogon gerardii,C4,4,43,N1,1,no_pk,10,20,3,0,1,,0,0,10,,0,10,,10
June,6/5/19,156,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,1,28,5,0,1,,0,0,1,,0,1,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,2,29,4,0,1,,0,0,5,,0,5,,5
June,6/5/19,156,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,3,24,4,0,1,,0,0,1,,0,1,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,4,23,4,0,1,,0,0,5,,0,5,,5
June,6/5/19,156,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,5,23,4,0,1,,0,0,1,,0,1,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,6,17,4,0,0,,0,0,1,,0,1,,1
June,6/5/19,156,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,7,18,4,0,1,,0,0,20,,0,20,,20
June,6/5/19,156,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,8,19,4,0,5,,0,0,5,,0,5,,5
June,6/5/19,156,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,9,30,4,0,1,,0,0,5,,0,5,,5
June,6/5/19,156,Ange,Andropogon gerardii,C4,5,55,N1,1,no_pk,10,17,3,0,1,,0,0,5,,0,5,,5
July,7/8/19,189,Agre,Agropyron repens,C3,1,7,N10,10,no_pk,1,,,,,,,,,,,0,no agro plot 7,0
July,7/8/19,189,Agre,Agropyron repens,C3,2,24,N10,10,no_pk,1,55,6,0,1,,0,40,1,,0,41,reflagged,1
July,7/8/19,189,Agre,Agropyron repens,C3,2,24,N10,10,no_pk,2,60,7,0,0,,0,30,10,,0,40,,10
July,7/8/19,189,Agre,Agropyron repens,C3,2,24,N10,10,no_pk,3,36,6,0,0,,0,10,5,,0,15,weird substance on leaf (10%),5
July,7/8/19,189,Agre,Agropyron repens,C3,2,24,N10,10,no_pk,4,59,5,0,0,,0,10,10,,5,20,,10
July,7/8/19,189,Agre,Agropyron repens,C3,2,24,N10,10,no_pk,5,31,4,5,10,,1,30,10,,10,40,,10
July,7/8/19,189,Agre,Agropyron repens,C3,2,24,N10,10,no_pk,6,43,3,1,5,,5,10,5,,5,15,"weird substance on leaf (old: 10%, new: 5%)",5
July,7/8/19,189,Agre,Agropyron repens,C3,2,24,N10,10,no_pk,7,64,7,0,0,,0,10,1,,1,11,,1
July,7/8/19,189,Agre,Agropyron repens,C3,2,24,N10,10,no_pk,8,53,3,10,10,,1,100,100,,100,200,,100
July,7/8/19,189,Agre,Agropyron repens,C3,2,24,N10,10,no_pk,9,44,3,10,10,,1,100,100,,100,200,,100
July,7/8/19,189,Agre,Agropyron repens,C3,2,24,N10,10,no_pk,10,63,7,0,0,,5,20,20,,10,40,,20
July,7/8/19,189,Agre,Agropyron repens,C3,3,32,N10,10,no_pk,1,49,4,0,1,,0,0,1,,5,1,,1
July,7/8/19,189,Agre,Agropyron repens,C3,3,32,N10,10,no_pk,2,36,4,0,0,,40,10,5,,5,15,,5
July,7/8/19,189,Agre,Agropyron repens,C3,3,32,N10,10,no_pk,3,54,7,0,1,,0,20,1,,5,21,,1
July,7/8/19,189,Agre,Agropyron repens,C3,3,32,N10,10,no_pk,4,45,5,0,1,,10,0,1,,5,1,,1
July,7/8/19,189,Agre,Agropyron repens,C3,3,32,N10,10,no_pk,5,90,4,0,1,,1,5,5,,1,10,,5
July,7/8/19,189,Agre,Agropyron repens,C3,3,32,N10,10,no_pk,6,47,4,0,5,,1,40,10,,1,50,,10
July,7/8/19,189,Agre,Agropyron repens,C3,3,32,N10,10,no_pk,7,71,4,0,5,,5,5,5,,1,10,,5
July,7/8/19,189,Agre,Agropyron repens,C3,3,32,N10,10,no_pk,8,40,4,10,1,,1,30,5,,0,35,,5
July,7/8/19,189,Agre,Agropyron repens,C3,3,32,N10,10,no_pk,9,63,7,0,0,,0,10,5,,10,15,,5
