date,julian,month,collection,block,plot,subplot,trt,N_added,individual,plant,functional_group,height,leaf_location,length,width,area,infected_senesced,fungal,senesced,living,infected_all_dates,front_1,front_2,front_3,front_4,front_5,back_1,back_2,back_3,back_4,back_5,NEE
6.18.19,169,June,2,2,19,C,P,0,2,AGROPYRON REPENS,GRASS,38,Oldest leaf (not senescent),15.2,0.45,6.84,25,,,75,25,49,42,44,44,40,14,11,9,10,13,-6.83729644
6.18.19,169,June,2,2,19,C,P,0,1,AGROPYRON REPENS,GRASS,39.4,Oldest leaf (not senescent),15.7,0.6,9.42,20,,,80,20,30,41,38,36,40,19,21,13,22,12,-6.83729644
6.18.19,169,June,2,2,15,C,PK,0,5,ANDROPOGON GERARDII,GRASS,14.4,Oldest leaf (not senescent),9.7,0.6,5.82,60,,,40,60,0,4,0,0,0,49,54,64,63,62,-9.388106268
6.18.19,169,June,2,2,15,C,PK,0,4,ANDROPOGON GERARDII,GRASS,12.5,Oldest leaf (not senescent),9.4,0.4,3.76,2,,,98,2,0,0,0,0,0,88,87,99,61,70,-9.388106268
6.18.19,169,June,2,2,15,C,PK,0,3,ANDROPOGON GERARDII,GRASS,13.4,Oldest leaf (not senescent),8.5,0.55,4.675,2,,,98,2,1,0,0,0,2,78,70,69,64,82,-9.388106268
6.18.19,169,June,2,2,15,C,PK,0,2,ANDROPOGON GERARDII,GRASS,12.9,Oldest leaf (not senescent),4.3,0.5,2.15,10,,,90,10,0,0,0,1,1,76,76,81,89,93,-9.388106268
6.18.19,169,June,2,2,15,C,PK,0,1,ANDROPOGON GERARDII,GRASS,12.4,Oldest leaf (not senescent),6.2,0.5,3.1,2,,,98,2,1,1,6,5,2,63,63,66,62,71,-9.388106268
6.18.19,169,June,2,2,15,C,PK,0,5,AGROPYRON REPENS,GRASS,39.3,Oldest leaf (not senescent),21.5,0.9,19.35,10,,,90,10,25,29,24,28,33,11,11,17,18,22,-9.388106268
6.18.19,169,June,2,2,15,C,PK,0,4,AGROPYRON REPENS,GRASS,24.3,Oldest leaf (not senescent),15.3,0.7,10.71,33,,,67,33,37,37,44,38,40,21,27,18,24,32,-9.388106268
6.18.19,169,June,2,2,15,C,PK,0,3,AGROPYRON REPENS,GRASS,32,Oldest leaf (not senescent),19.3,0.7,13.51,10,,,90,10,32,32,33,34,32,13,12,9,14,13,-9.388106268
6.18.19,169,June,2,2,15,C,PK,0,2,AGROPYRON REPENS,GRASS,37.2,Oldest leaf (not senescent),21.6,0.85,18.36,10,,,90,10,26,26,24,27,22,20,18,12,16,19,-9.388106268
6.18.19,169,June,2,2,15,C,PK,0,1,AGROPYRON REPENS,GRASS,40.4,Oldest leaf (not senescent),25.1,0.75,18.825,40,,,60,40,29,24,23,28,20,16,14,13,14,13,-9.388106268
6.18.19,169,June,2,2,15,C,PK,0,5,POA PRATENSIS,GRASS,26.8,Oldest leaf (not senescent),23.8,0.3,7.14,5,,,95,5,90,111,117,,,24,27,33,19,24,-9.388106268
6.18.19,169,June,2,2,15,C,PK,0,4,POA PRATENSIS,GRASS,29.7,Oldest leaf (not senescent),27.2,0.3,8.16,5,,,95,5,161,146,135,135,142,26,30,24,24,30,-9.388106268
6.18.19,169,June,2,2,15,C,PK,0,3,POA PRATENSIS,GRASS,16.4,Oldest leaf (not senescent),6.5,0.2,1.3,0,,,100,0,,,,,,15,16,18,16,18,-9.388106268
6.18.19,169,June,2,2,15,C,PK,0,2,POA PRATENSIS,GRASS,23,Oldest leaf (not senescent),21.6,0.25,5.4,2,,,98,2,108,123,126,134,118,21,15,24,21,18,-9.388106268
6.18.19,169,June,2,2,15,C,PK,0,1,POA PRATENSIS,GRASS,44,Oldest leaf (not senescent),13,0.2,2.6,33,,,67,33,111,106,114,121,122,0,6,8,9,6,-9.388106268
7.10.2019,191,July,3,2,13,A,C,0,3,ANDROPOGON GERARDII,GRASS,45.4,Oldest leaf (not senescent),27.4,0.5,13.7,20,20,0,80,20,0,0,0,0,0,156,164,154,137,149,
7.10.2019,191,July,3,2,13,A,C,0,1,ANDROPOGON GERARDII,GRASS,45.9,Oldest leaf (not senescent),32.5,0.8,26,10,10,0,90,10,0,0,1,1,0,170,162,149,161,142,
7.10.2019,191,July,3,2,13,A,C,0,5,ANDROPOGON GERARDII,GRASS,48.2,Oldest leaf (not senescent),14.8,0.45,6.66,15,15,0,85,15,0,0,1,0,0,111,126,120,135,141,
7.10.2019,191,July,3,2,13,A,C,0,4,ANDROPOGON GERARDII,GRASS,40.2,Oldest leaf (not senescent),22.6,0.5,11.3,15,15,0,85,15,1,0,0,0,0,145,149,141,104,134,
7.10.2019,191,July,3,2,13,A,C,0,2,ANDROPOGON GERARDII,GRASS,46.1,Oldest leaf (not senescent),10.5,0.4,4.2,10,10,0,90,10,0,0,3,0,1,94,84,94,104,105,
7.10.2019,191,July,3,2,21,A,C_H,0,2,ANDROPOGON GERARDII,GRASS,47.1,Oldest leaf (not senescent),17.6,0.6,10.56,2,2,0,98,2,22,23,22,30,33,13,10,10,10,10,
7.10.2019,191,July,3,2,21,A,C_H,0,3,ANDROPOGON GERARDII,GRASS,41,Oldest leaf (not senescent),21.3,0.6,12.78,2,2,0,98,2,5,4,1,4,1,110,127,117,127,99,
7.10.2019,191,July,3,2,21,A,C_H,0,1,AGROPYRON REPENS,GRASS,33.5,Oldest leaf (not senescent),10.1,0.25,2.525,5,5,0,95,5,32,34,38,29,30,13,12,12,15,13,
7.10.2019,191,July,3,2,21,A,C_H,0,1,AGROPYRON REPENS,GRASS,68.5,Oldest leaf (not senescent),18.1,0.5,9.05,10,10,0,90,10,51,57,65,67,78,25,16,22,28,27,
7.10.2019,191,July,3,2,21,A,C_H,0,3,AGROPYRON REPENS,GRASS,44.9,Oldest leaf (not senescent),12.7,0.45,5.715,12,10,2,88,10,27,27,23,23,25,12,10,12,12,9,
7.10.2019,191,July,3,2,21,A,C_H,0,4,AGROPYRON REPENS,GRASS,38.9,Oldest leaf (not senescent),7.5,0.4,3,60,45,15,40,45,44,36,41,44,60,19,18,18,15,12,
7.10.2019,191,July,3,2,21,A,C_H,0,5,AGROPYRON REPENS,GRASS,68,Oldest leaf (not senescent),15.1,0.6,9.06,45,40,5,55,40,40,49,32,36,40,12,12,16,14,24,
7.10.2019,191,July,3,2,21,A,C_H,0,2,AGROPYRON REPENS,GRASS,60.1,Oldest leaf (not senescent),22.4,0.75,16.8,65,25,40,35,25,33,43,34,55,51,29,27,21,19,20,
7.10.2019,191,July,3,2,22,A,K,0,3,AGROPYRON REPENS,GRASS,38.2,Oldest leaf (not senescent),19.3,0.35,6.755,25,10,15,75,10,31,43,42,47,46,13,22,13,13,8,
7.10.2019,191,July,3,2,22,A,K,0,2,AGROPYRON REPENS,GRASS,50.8,Oldest leaf (not senescent),21.3,0.5,10.65,25,15,10,75,15,42,41,51,48,52,18,19,16,14,12,
7.10.2019,191,July,3,2,22,A,K,0,5,AGROPYRON REPENS,GRASS,40.5,Oldest leaf (not senescent),12.6,0.3,3.78,5,5,0,95,5,41,39,41,51,47,17,16,15,12,22,
7.10.2019,191,July,3,2,22,A,K,0,4,ANDROPOGON GERARDII,GRASS,61.5,Oldest leaf (not senescent),22.1,0.6,13.26,15,5,10,85,5,0,0,0,0,0,115,120,113,81,81,
7.10.2019,191,July,3,2,22,A,K,0,4,AGROPYRON REPENS,GRASS,41.9,Oldest leaf (not senescent),15.4,0.35,5.39,25,20,5,75,20,19,14,60,61,52,18,25,25,13,23,
7.10.2019,191,July,3,2,22,A,K,0,3,ANDROPOGON GERARDII,GRASS,51.5,Oldest leaf (not senescent),28.1,0.7,19.67,23,20,3,77,20,0,0,0,0,0,106,103,82,75,91,
7.10.2019,191,July,3,2,22,A,K,0,2,ANDROPOGON GERARDII,GRASS,46.9,Oldest leaf (not senescent),30.9,0.7,21.63,5,5,0,95,5,0,0,0,0,0,106,114,114,98,91,
7.10.2019,191,July,3,2,22,A,K,0,1,ANDROPOGON GERARDII,GRASS,55.8,Oldest leaf (not senescent),20.7,0.7,14.49,10,8,2,90,8,1,0,0,0,1,95,111,107,94,78,
7.10.2019,191,July,3,2,22,A,K,0,1,AGROPYRON REPENS,GRASS,48.3,Oldest leaf (not senescent),21.5,0.6,12.9,30,25,5,70,25,32,46,46,49,52,17,13,23,8,8,
7.10.2019,191,July,3,2,22,A,K,0,5,ANDROPOGON GERARDII,GRASS,55.4,Oldest leaf (not senescent),30.1,0.7,21.07,30,5,25,70,5,0,0,0,0,0,139,143,124,109,101,
7.10.2019,191,July,3,2,20,C,N1,1,4,ANDROPOGON GERARDII,GRASS,74.8,Oldest leaf (not senescent),40.6,0.6,24.36,10,10,0,90,10,0,0,0,0,0,126,124,110,108,109,
7.10.2019,191,July,3,2,20,C,N1,1,2,ANDROPOGON GERARDII,GRASS,62.3,Oldest leaf (not senescent),22.2,0.6,13.32,32,30,2,68,30,0,0,0,0,0,107,118,126,99,96,
7.10.2019,191,July,3,2,20,C,N1,1,3,ANDROPOGON GERARDII,GRASS,59,Oldest leaf (not senescent),35,0.6,21,7,2,5,93,2,0,0,0,0,0,113,114,112,112,109,
7.10.2019,191,July,3,2,20,C,N1,1,4,AGROPYRON REPENS,GRASS,53,Oldest leaf (not senescent),11.4,0.45,5.13,10,10,0,90,10,75,109,91,111,109,31,20,32,34,45,
7.10.2019,191,July,3,2,20,C,N1,1,1,AGROPYRON REPENS,GRASS,43.6,Oldest leaf (not senescent),15.2,0.5,7.6,25,20,5,75,20,50,59,60,51,54,30,24,27,31,33,
7.10.2019,191,July,3,2,20,C,N1,1,1,ANDROPOGON GERARDII,GRASS,70.9,Oldest leaf (not senescent),13,0.6,7.8,17,15,2,83,15,0,0,0,0,0,127,112,112,134,130,
7.10.2019,191,July,3,2,20,C,N1,1,5,ANDROPOGON GERARDII,GRASS,66,Oldest leaf (not senescent),22.7,0.7,15.89,23,20,3,77,20,0,0,0,0,0,158,125,123,123,143,
7.10.2019,191,July,3,2,20,C,N1,1,3,AGROPYRON REPENS,GRASS,48.4,Oldest leaf (not senescent),13,0.45,5.85,95,50,45,5,50,54,58,49,54,58,34,35,38,39,36,
7.10.2019,191,July,3,2,20,C,N1,1,2,AGROPYRON REPENS,GRASS,32.5,Oldest leaf (not senescent),12.7,0.35,4.445,80,30,50,20,30,59,43,43,48,40,33,28,34,36,32,
7.10.2019,191,July,3,2,20,C,N1,1,5,AGROPYRON REPENS,GRASS,79.6,Oldest leaf (not senescent),14.5,0.5,7.25,75,25,50,25,25,60,49,71,65,77,39,42,44,42,43,
7.10.2019,191,July,3,2,24,B,N10,10,2,ANDROPOGON GERARDII,GRASS,69,Oldest leaf (not senescent),28.4,0.6,17.04,8,8,0,92,8,0,0,0,0,0,138,156,147,100,94,
7.10.2019,191,July,3,2,24,B,N10,10,1,ANDROPOGON GERARDII,GRASS,69.8,Oldest leaf (not senescent),11.8,0.7,8.26,4,2,2,96,2,0,0,0,0,0,111,130,115,109,109,
7.10.2019,191,July,3,2,24,B,N10,10,1,AGROPYRON REPENS,GRASS,85.3,Oldest leaf (not senescent),14.7,0.65,9.555,35,30,5,65,30,45,40,38,41,53,33,38,38,30,32,
7.10.2019,191,July,3,2,24,B,N10,10,5,AGROPYRON REPENS,GRASS,70.5,Oldest leaf (not senescent),17.4,0.6,10.44,60,20,40,40,20,31,40,41,38,39,18,25,20,19,24,
7.10.2019,191,July,3,2,24,B,N10,10,2,AGROPYRON REPENS,GRASS,63.8,Oldest leaf (not senescent),11.2,0.7,7.84,45,25,20,55,25,55,54,50,51,44,28,30,29,22,16,
7.10.2019,191,July,3,2,24,B,N10,10,3,AGROPYRON REPENS,GRASS,64.8,Oldest leaf (not senescent),15.3,0.6,9.18,18,15,3,82,15,44,48,44,46,44,30,32,31,27,28,
7.10.2019,191,July,3,2,24,B,N10,10,3,ANDROPOGON GERARDII,GRASS,51,Oldest leaf (not senescent),14,0.7,9.8,5,5,0,95,5,0,0,2,0,0,191,104,102,98,117,
7.10.2019,191,July,3,2,24,B,N10,10,4,AGROPYRON REPENS,GRASS,59.7,Oldest leaf (not senescent),13,0.8,10.4,55,50,5,45,50,65,58,50,49,40,20,26,27,25,20,
7.10.2019,191,July,3,2,17,D,N5,5,4,ANDROPOGON GERARDII,GRASS,68.9,Oldest leaf (not senescent),9.3,0.3,2.79,30,30,0,70,30,0,0,0,0,0,99,95,76,75,68,
7.10.2019,191,July,3,2,17,D,N5,5,2,AGROPYRON REPENS,GRASS,65.2,Oldest leaf (not senescent),11.1,0.6,6.66,25,25,0,75,25,60,63,60,68,78,53,46,52,46,41,
7.10.2019,191,July,3,2,17,D,N5,5,5,ANDROPOGON GERARDII,GRASS,85.4,Oldest leaf (not senescent),14.3,0.55,7.865,2,2,0,98,2,0,0,0,0,0,71,72,73,73,77,
7.10.2019,191,July,3,2,17,D,N5,5,5,AGROPYRON REPENS,GRASS,59,Oldest leaf (not senescent),15.3,0.55,8.415,41,40,0,59,40,51,55,59,60,65,31,42,32,26,33,
7.10.2019,191,July,3,2,17,D,N5,5,3,ANDROPOGON GERARDII,GRASS,69.1,Oldest leaf (not senescent),9,0.55,4.95,35,30,5,65,30,0,0,0,0,0,105,93,99,88,82,
7.10.2019,191,July,3,2,17,D,N5,5,2,ANDROPOGON GERARDII,GRASS,57.1,Oldest leaf (not senescent),19.8,0.5,9.9,3,3,0,97,3,0,0,0,0,0,99,90,83,90,89,
7.10.2019,191,July,3,2,17,D,N5,5,1,AGROPYRON REPENS,GRASS,63.9,Oldest leaf (not senescent),12.6,0.55,6.93,45,40,5,55,40,32,39,38,47,53,31,27,29,21,20,
7.10.2019,191,July,3,2,17,D,N5,5,4,AGROPYRON REPENS,GRASS,63.3,Oldest leaf (not senescent),14.6,0.6,8.76,15,15,0,85,15,66,56,64,81,87,49,53,46,33,28,
7.10.2019,191,July,3,2,17,D,N5,5,3,AGROPYRON REPENS,GRASS,58,Oldest leaf (not senescent),13,0.6,7.8,25,25,0,75,25,56,63,63,64,68,37,41,44,36,33,
7.10.2019,191,July,3,2,17,D,N5,5,1,ANDROPOGON GERARDII,GRASS,72,Oldest leaf (not senescent),18.1,0.55,9.955,20,20,0,80,20,0,0,0,0,0,113,124,122,113,104,
7.10.2019,191,July,3,2,14,A,NK,10,2,AGROPYRON REPENS,GRASS,51.9,Oldest leaf (not senescent),17.6,0.45,7.92,33,33,0,67,33,54,44,42,37,44,19,21,22,16,16,
7.10.2019,191,July,3,2,14,A,NK,10,1,ANDROPOGON GERARDII,GRASS,57.1,Oldest leaf (not senescent),25.4,0.6,15.24,25,25,0,75,25,0,0,0,2,0,113,114,126,121,132,
7.10.2019,191,July,3,2,14,A,NK,10,4,AGROPYRON REPENS,GRASS,66.7,Oldest leaf (not senescent),11.7,0.75,8.775,40,40,0,60,40,44,42,36,41,47,32,33,29,32,43,
7.10.2019,191,July,3,2,14,A,NK,10,3,AGROPYRON REPENS,GRASS,65,Oldest leaf (not senescent),14,0.6,8.4,25,25,0,75,25,46,45,49,48,46,18,31,22,39,38,
7.10.2019,191,July,3,2,14,A,NK,10,2,ANDROPOGON GERARDII,GRASS,43,Oldest leaf (not senescent),13.6,0.5,6.8,80,20,60,20,20,0,0,0,0,0,115,114,117,114,105,
7.10.2019,191,July,3,2,14,A,NK,10,1,AGROPYRON REPENS,GRASS,64.3,Oldest leaf (not senescent),16.1,0.65,10.465,15,15,0,85,15,47,50,45,60,55,34,29,22,30,24,
7.10.2019,191,July,3,2,14,A,NK,10,5,AGROPYRON REPENS,GRASS,76.5,Oldest leaf (not senescent),22.1,0.65,14.365,10,10,0,90,10,42,38,37,43,34,22,22,25,26,23,
7.10.2019,191,July,3,2,14,A,NK,10,3,ANDROPOGON GERARDII,GRASS,48.5,Oldest leaf (not senescent),12.8,0.5,6.4,10,8,2,90,8,0,0,0,0,0,69,69,72,89,97,
7.10.2019,191,July,3,2,14,A,NK,10,5,AGROPYRON REPENS,GRASS,77.2,Oldest leaf (not senescent),20.5,0.65,13.325,35,30,0,65,30,43,50,47,52,56,22,30,29,26,27,
7.10.2019,191,July,3,2,14,A,NK,10,4,AGROPYRON REPENS,GRASS,53.4,Oldest leaf (not senescent),21.5,0.8,17.2,40,40,0,60,40,39,40,43,54,48,17,22,30,21,18,
7.10.2019,191,July,3,2,16,B,NP,10,4,AGROPYRON REPENS,GRASS,51.9,Oldest leaf (not senescent),17.3,0.65,11.245,25,25,0,75,25,62,71,58,70,65,40,33,39,33,27,
7.10.2019,191,July,3,2,16,B,NP,10,2,ANDROPOGON GERARDII,GRASS,50.8,Oldest leaf (not senescent),14.5,0.5,7.25,10,10,0,90,10,0,0,0,0,0,108,114,127,136,124,
7.10.2019,191,July,3,2,16,B,NP,10,6,ANDROPOGON GERARDII,GRASS,51.6,Oldest leaf (not senescent),16,0.7,11.2,35,20,15,65,20,2,1,2,2,2,89,91,112,104,114,
7.10.2019,191,July,3,2,16,B,NP,10,1,ANDROPOGON GERARDII,GRASS,54.3,Oldest leaf (not senescent),18.9,0.55,10.395,20,20,0,80,20,2,4,6,6,6,116,112,84,94,88,
7.10.2019,191,July,3,2,16,B,NP,10,7,ANDROPOGON GERARDII,GRASS,51.6,Oldest leaf (not senescent),14.6,0.7,10.22,7,5,2,93,5,0,0,0,0,0,138,114,131,132,124,
7.10.2019,191,July,3,2,16,B,NP,10,3,ANDROPOGON GERARDII,GRASS,49.2,Oldest leaf (not senescent),10.8,0.65,7.02,10,10,0,90,10,0,0,0,0,0,125,119,110,135,136,
7.10.2019,191,July,3,2,16,B,NP,10,1,AGROPYRON REPENS,GRASS,71.5,Oldest leaf (not senescent),17.5,0.6,10.5,50,40,10,50,40,37,45,44,50,51,13,17,16,17,21,
7.10.2019,191,July,3,2,16,B,NP,10,2,AGROPYRON REPENS,GRASS,75.1,Oldest leaf (not senescent),19,0.7,13.3,25,20,5,75,20,71,78,78,81,61,21,30,37,32,24,
7.10.2019,191,July,3,2,16,B,NP,10,3,AGROPYRON REPENS,GRASS,60.8,Oldest leaf (not senescent),19.7,0.5,9.85,20,15,5,80,15,54,58,56,61,53,16,16,14,17,20,
7.10.2019,191,July,3,2,16,B,NP,10,5,AGROPYRON REPENS,GRASS,51.5,Oldest leaf (not senescent),15.5,0.4,6.2,35,25,10,65,25,38,46,44,45,46,25,32,18,21,25,
7.10.2019,191,July,3,2,18,D,NPK,10,5,AGROPYRON REPENS,GRASS,73.2,Oldest leaf (not senescent),24,0.6,14.4,8,8,0,92,8,43,42,32,39,40,15,13,13,11,20,
7.10.2019,191,July,3,2,18,D,NPK,10,2,AGROPYRON REPENS,GRASS,84,Oldest leaf (not senescent),16.8,0.55,9.24,28,20,0,72,20,43,36,35,36,54,11,22,26,17,23,
7.10.2019,191,July,3,2,18,D,NPK,10,3,AGROPYRON REPENS,GRASS,65.9,Oldest leaf (not senescent),17.8,0.5,8.9,5,5,0,95,5,40,36,40,36,37,21,26,25,20,13,
7.10.2019,191,July,3,2,18,D,NPK,10,4,AGROPYRON REPENS,GRASS,66.6,Oldest leaf (not senescent),18.2,0.6,10.92,53,33,20,47,33,58,42,46,43,46,22,26,25,12,29,
7.10.2019,191,July,3,2,18,D,NPK,10,1,AGROPYRON REPENS,GRASS,49.5,Oldest leaf (not senescent),10.4,0.35,3.64,8,8,0,92,8,79,74,46,50,65,33,32,37,29,37,
7.10.2019,191,July,3,2,23,A,NPK_H,10,5,AGROPYRON REPENS,GRASS,58.8,Oldest leaf (not senescent),18.6,0.85,15.81,58,50,8,42,50,33,27,45,46,41,28,25,26,24,22,
7.10.2019,191,July,3,2,23,A,NPK_H,10,1,AGROPYRON REPENS,GRASS,94.5,Oldest leaf (not senescent),24.8,0.9,22.32,80,60,20,20,60,32,31,40,34,47,17,18,20,16,20,
7.10.2019,191,July,3,2,23,A,NPK_H,10,3,AGROPYRON REPENS,GRASS,90.8,Oldest leaf (not senescent),22.2,0.9,19.98,2,2,0,98,2,35,39,45,49,44,17,19,28,20,18,
7.10.2019,191,July,3,2,23,A,NPK_H,10,4,AGROPYRON REPENS,GRASS,62.2,Oldest leaf (not senescent),18.5,0.8,14.8,40,20,20,60,20,34,31,42,39,46,32,32,29,17,22,
7.10.2019,191,July,3,2,23,A,NPK_H,10,2,AGROPYRON REPENS,GRASS,75.8,Oldest leaf (not senescent),15.4,0.8,12.32,5,5,0,95,5,31,37,42,34,50,23,26,23,21,19,
7.10.2019,191,July,3,2,19,C,P,0,4,ANDROPOGON GERARDII,GRASS,61.6,Oldest leaf (not senescent),25.2,0.5,12.6,55,45,10,45,45,0,0,0,0,0,115,118,113,117,91,
7.10.2019,191,July,3,2,19,C,P,0,5,ANDROPOGON GERARDII,GRASS,47.5,Oldest leaf (not senescent),34.9,0.4,13.96,80,5,75,20,5,0,0,0,0,0,76,94,81,91,83,
7.10.2019,191,July,3,2,19,C,P,0,1,ANDROPOGON GERARDII,GRASS,50,Oldest leaf (not senescent),30.9,0.25,7.725,20,20,0,80,20,2,1,0,1,0,130,132,144,136,132,
7.10.2019,191,July,3,2,19,C,P,0,4,AGROPYRON REPENS,GRASS,40.9,Oldest leaf (not senescent),18.9,0.5,9.45,35,30,5,65,30,63,58,62,64,55,32,33,28,29,28,
7.10.2019,191,July,3,2,19,C,P,0,5,AGROPYRON REPENS,GRASS,46.2,Oldest leaf (not senescent),17.2,0.45,7.74,60,35,25,40,35,48,50,41,38,55,23,22,20,18,16,
7.10.2019,191,July,3,2,19,C,P,0,3,ANDROPOGON GERARDII,GRASS,60.2,Oldest leaf (not senescent),39.5,0.55,21.725,5,5,0,95,5,0,0,0,2,0,124,139,142,138,139,
7.10.2019,191,July,3,2,19,C,P,0,3,AGROPYRON REPENS,GRASS,43.7,Oldest leaf (not senescent),13.9,0.45,6.255,70,40,30,30,40,51,63,55,61,60,11,9,13,20,14,
7.10.2019,191,July,3,2,19,C,P,0,2,ANDROPOGON GERARDII,GRASS,59.5,Oldest leaf (not senescent),40.9,0.55,22.495,10,10,0,90,10,0,0,1,0,0,147,139,135,127,127,
7.10.2019,191,July,3,2,19,C,P,0,7,AGROPYRON REPENS,GRASS,48.1,Oldest leaf (not senescent),23.1,0.5,11.55,80,50,30,20,50,49,57,48,42,42,8,8,15,19,14,
7.10.2019,191,July,3,2,19,C,P,0,6,AGROPYRON REPENS,GRASS,48.1,Oldest leaf (not senescent),15.9,0.45,7.155,55,50,5,45,50,81,76,72,74,68,29,30,25,26,31,
7.10.2019,191,July,3,2,15,C,PK,0,1,AGROPYRON REPENS,GRASS,62.3,Oldest leaf (not senescent),13.3,0.6,7.98,25,25,0,75,25,36,35,33,35,29,16,14,13,17,19,
7.10.2019,191,July,3,2,15,C,PK,0,2,AGROPYRON REPENS,GRASS,53.4,Oldest leaf (not senescent),13,0.65,8.45,2,2,0,98,2,50,48,48,47,70,31,26,24,30,32,
7.10.2019,191,July,3,2,15,C,PK,0,3,ANDROPOGON GERARDII,GRASS,54.3,Oldest leaf (not senescent),29.7,0.65,19.305,2,2,0,98,2,0,0,1,0,1,100,90,99,113,98,
7.10.2019,191,July,3,2,15,C,PK,0,4,AGROPYRON REPENS,GRASS,47.4,Oldest leaf (not senescent),19.4,0.75,14.55,5,5,0,95,5,37,39,36,38,39,23,22,18,23,24,
7.10.2019,191,July,3,2,15,C,PK,0,5,AGROPYRON REPENS,GRASS,45.7,Oldest leaf (not senescent),16,0.6,9.6,5,5,0,95,5,30,44,39,32,36,15,9,8,7,13,
7.10.2019,191,July,3,2,15,C,PK,0,4,ANDROPOGON GERARDII,GRASS,59.5,Oldest leaf (not senescent),12.5,0.65,8.125,1,1,0,99,1,0,2,2,3,0,91,86,95,80,88,
7.10.2019,191,July,3,2,15,C,PK,0,5,ANDROPOGON GERARDII,GRASS,56.8,Oldest leaf (not senescent),9.9,0.45,4.455,3,3,0,97,3,2,0,1,0,0,63,63,53,55,68,
7.10.2019,191,July,3,2,15,C,PK,0,3,AGROPYRON REPENS,GRASS,48.1,Oldest leaf (not senescent),11.4,0.45,5.13,2,2,0,98,2,40,35,31,55,63,31,25,38,23,26,
7.10.2019,191,July,3,2,15,C,PK,0,2,ANDROPOGON GERARDII,GRASS,48.1,Oldest leaf (not senescent),15.4,0.6,9.24,10,10,0,90,10,1,2,0,0,0,77,78,77,76,83,
7.10.2019,191,July,3,2,15,C,PK,0,1,ANDROPOGON GERARDII,GRASS,47.1,Oldest leaf (not senescent),15.5,0.55,8.525,4,4,0,96,4,2,0,0,2,1,85,77,78,81,68,
7.31.2019,212,August,4,2,13,A,C,0,5,ANDROPOGON GERARDII,,56.6,Oldest leaf (not senescent),43.6,0.55,23.98,5,5,0,95,5,0,0,0,0,0,148,162,162,142,157,
7.31.2019,212,August,4,2,13,A,C,0,4,ANDROPOGON GERARDII,,59.3,Oldest leaf (not senescent),20,0.45,9,35,25,10,65,25,0,0,0,0,0,162,179,161,161,173,
7.31.2019,212,August,4,2,13,A,C,0,3,ANDROPOGON GERARDII,,64,Oldest leaf (not senescent),45,0.65,29.25,10,10,0,90,10,0,0,0,0,0,110,120,122,128,152,
7.31.2019,212,August,4,2,13,A,C,0,2,ANDROPOGON GERARDII,,59.8,Oldest leaf (not senescent),32.4,0.55,17.82,50,35,15,50,35,0,0,0,0,0,101,118,112,113,120,
7.31.2019,212,August,4,2,13,A,C,0,1,ANDROPOGON GERARDII,,41.9,Oldest leaf (not senescent),22.4,0.7,15.68,75,5,70,25,5,3,6,12,4,2,170,140,158,153,119,
7.31.2019,212,August,4,2,21,A,C_H,0,5,AGROPYRON REPENS,,65.1,Oldest leaf (not senescent),16.6,0.45,7.47,7,5,2,93,5,71,62,62,61,65,18,12,18,26,29,
7.31.2019,212,August,4,2,21,A,C_H,0,4,AGROPYRON REPENS,,54.8,Oldest leaf (not senescent),14.2,0.65,9.23,30,15,15,70,15,57,70,62,52,49,35,36,35,37,42,
7.31.2019,212,August,4,2,21,A,C_H,0,3,AGROPYRON REPENS,,55,Oldest leaf (not senescent),14,0.4,5.6,35,15,20,65,15,54,53,57,55,52,26,31,37,35,35,
7.31.2019,212,August,4,2,21,A,C_H,0,2,AGROPYRON REPENS,,64.4,Oldest leaf (not senescent),16.5,0.6,9.9,65,15,50,35,15,52,47,44,48,32,15,27,22,19,19,
7.31.2019,212,August,4,2,21,A,C_H,0,1,AGROPYRON REPENS,,60.3,Oldest leaf (not senescent),29.8,0.6,17.88,7,5,2,93,5,43,55,48,44,47,22,21,23,16,25,
7.31.2019,212,August,4,2,21,A,C_H,0,5,AGROPYRON REPENS,,67.5,Oldest leaf (not senescent),24.8,0.65,16.12,20,20,0,80,20,82,76,83,79,79,37,38,38,38,33,
7.31.2019,212,August,4,2,21,A,C_H,0,4,ANDROPOGON GERARDII,,59.7,Oldest leaf (not senescent),34.3,0.45,15.435,20,20,0,80,20,5,0,0,0,0,89,85,86,84,99,
7.31.2019,212,August,4,2,21,A,C_H,0,3,ANDROPOGON GERARDII,,53.2,Oldest leaf (not senescent),22.8,0.45,10.26,10,10,0,90,10,0,0,0,0,0,109,89,85,96,80,
7.31.2019,212,August,4,2,21,A,C_H,0,2,ANDROPOGON GERARDII,,62.2,Oldest leaf (not senescent),50.3,0.6,30.18,15,15,0,85,15,2,0,6,0,2,127,137,146,201,209,
7.31.2019,212,August,4,2,21,A,C_H,0,1,ANDROPOGON GERARDII,,64,Oldest leaf (not senescent),41.3,0.9,37.17,1,1,0,99,1,0,0,0,0,0,119,125,117,119,125,
7.31.2019,212,August,4,2,22,A,K,0,5,AGROPYRON REPENS,,34.5,Oldest leaf (not senescent),14,0.4,5.6,30,20,10,70,20,50,52,49,56,58,31,21,24,27,21,
